ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Amazing Spider-Man Vol 1 284;Main Series;... And Who Will Stand Against Them...?;;;1987-01;1986-09-30;Tom DeFalco | Jim Owsley;Ron Frenz | Brett Breeding;🢐 Spider-Man (Peter Parker) 🢒;Blue Boys (First appearance) | 🢐 Hobgoblin 🢒 | 🢐 Jack O'Lantern 🢒 | 🢐 Silvermane 🢒 (Apparent death) | 🢐 Rose 🢒 | 🢐 Hammerhead 🢒 | 🢐 Arranger 🢒;Daily Bugle | 🢐 Ben Urich 🢒 | 🢐 J. Jonah Jameson 🢒 | 🢐 Betty Brant-Leeds 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Ned Leeds 🢒 | 🢐 Aunt May 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Flash Thompson 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 122;Secondary;Father's Night Out;;;1987-01;;Peter David;Rich Buckler | Malcolm Davis;🢐 Spider-Man (Peter Parker) 🢒;🢐 Mauler (Brendan Doyle) 🢒;🢐 Joy Mercado 🢒 | 🢐 J. Jonah Jameson 🢒
Web of Spider-Man Vol 1 22;Secondary;Profit of Doom;;;1987-01;;Len Kaminski;Marc Silvestri;🢐 Spider-Man (Peter Parker) 🢒;Roxxon Company | Ian Forbes (First and only known appearance, dies) | Duncan O'Neill (First and only known appearance, dies) | Dr. Fahley  (First and only known appearance) | IRA | Marty  (First and only known appearance);🢐 Joy Mercado 🢒 | 🢐 Aunt May 🢒
Amazing Spider-Man Vol 1 285;Main Series;The Arranger Must Die!;;;1987-02;1986-11-04;Tom DeFalco | Jim Owsley;Alan Kupperberg;🢐 Spider-Man (Peter Parker) 🢒;🢐 Hammerhead 🢒 | 🢐 The Rose 🢒 | 🢐 Hobgoblin 🢒 | The Blue Boys | 🢐 Jack O'Lantern 🢒 | 🢐 Arranger 🢒;🢐 Punisher (Frank Castle) 🢒 | Daily Bugle staff | 🢐 Joe Robertson 🢒 | 🢐 Ben Urich 🢒
Spider-Man Versus Wolverine Vol 1 1;Special;High Tide;;;1987-02;1986-11-11;Jim Owsley;Mark Bright;🢐 Spider-Man (Peter Parker) 🢒 | 🢐 Wolverine (Logan) 🢒 (Appears in flashback);The KGB (Topical Reference) | Burt (First and only known appearance, dies) | Sophie (First and only known appearance, dies);Daily Bugle staff | 🢐 Kathryn Cushing 🢒 | 🢐 J. Jonah Jameson 🢒 | Ned Leeds (See chronology) (Death) | 🢐 Mary Jane Watson 🢒 | 🢐 Aunt May 🢒 | Charlemagne (First and only known appearance, dies)
Peter Parker, The Spectacular Spider-Man Vol 1 123;Secondary;With Friends Like These...;;;1987-02;;Peter David;Dwayne Turner;🢐 Spider-Man (Peter Parker) 🢒;Blaze (First and only known appearance, dies) | 1400 Club (First full appearance)} | 🢐 Foreigner 🢒 (Diguised as Kris Keating);🢐 Mary Jane Watson 🢒 | 🢐 Black Cat 🢒
Web of Spider-Man Vol 1 23;Secondary;Slip Slydin' Away!;;;1987-02;;David Michelinie | Len Kaminski;Jim Fern;Spider-Man (See chronology);🢐 Slyde 🢒 | 🢐 Vulture 🢒;🢐 Aunt May 🢒 | 🢐 J. Jonah Jameson 🢒 | 🢐 Joy Mercado 🢒
Amazing Spider-Man Vol 1 286;Main Series;Thy Father's Son!;;;1987-03;1986-12-02;Jim Owsley;Alan Kupperberg;🢐 Spider-Man (Peter Parker) 🢒;Rose (See chronology) | 🢐 Hobgoblin 🢒 | 🢐 Jack O'Lantern 🢒 | Blue Boys;🢐 Mary Jane Watson 🢒 | 🢐 Aunt May 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 124;Secondary;When Strikes the Octopus!;;;1987-03;;Roger McKenzie;Greg La | Rocque;🢐 Spider-Man (Peter Parker) 🢒;🢐 Doctor Octopus (Otto Octavius) 🢒;Daily Bugle | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Lance Bannon 🢒 | Ms. Tolliver (First appearance)
Web of Spider-Man Vol 1 24;Secondary;High Stakes;;;1987-03;;David Michelinie | Len Kaminski;Del Barras;Spider-Man (See chronology);🢐 Vulture 🢒 | 🢐 Hobgoblin 🢒 | 🢐 The Rose 🢒 | 🢐 Eddie Brock 🢒 (Shadow only) (Unidentified);🢐 Aunt May 🢒 | 🢐 Nathan Lubensky 🢒
Amazing Spider-Man Vol 1 287;Main Series;...And There Shall Come a Reckoning;;;1987-04;1986-12-30;Jim Owsley;Erik Larsen;Spider-Man (Peter Parker) (See chronology);🢐 Hobgoblin 🢒 | 🢐 Rose (Richard Fisk) 🢒 | 🢐 Kingpin (Wilson Fisk) 🢒 | 🢐 Arranger (Oswald Silkworth) 🢒;🢐 Aunt May 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Daredevil (Matt Murdock) 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 125;Secondary;Wrecking Havoc!;;;1987-04;;Danny Fingeroth;Jim Mooney;Spider-Man (Peter Parker) (See chronology);Wrecking Crew | Wrecker (See chronology) | 🢐 Bulldozer 🢒 | 🢐 Piledriver 🢒 | 🢐 Thunderball 🢒;🢐 Spider-Woman (Julia Carpenter) 🢒 (Appears in flashback) | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Web of Spider-Man Vol 1 25;Secondary;Beware the Stalker from the Stars!;;;1987-04;;Larry Lieber;Larry Lieber;🢐 Spider-Man 🢒;Xanja (First and only known appearance) (First and only known appearance);🢐 Aunt May 🢒 | Vaalu / Harry Gibbs (First and only known appearance)
Amazing Spider-Man Vol 1 288;Main Series;Gang War Rages On!;;;1987-05;1987-02-03;Jim Owsley;Alan Kupperberg;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin 🢒 | 🢐 Jack O'Lantern 🢒 | Hobgoblin (See chronology) | 🢐 Rose (Richard Fisk) 🢒 | 🢐 Hammerhead 🢒 | 🢐 Arranger 🢒 | Blue Boys;🢐 Mary Jane Watson 🢒 | 🢐 Black Cat 🢒 | 🢐 Falcon 🢒 | 🢐 Daredevil 🢒 | 🢐 Aunt May 🢒 | 🢐 Lance Bannon 🢒 | 🢐 Betty Leeds 🢒 | 🢐 Flash Thompson 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 126;Secondary;Sudden Impact;;;1987-05;;Danny Fingeroth;Alan Kupperberg;🢐 Spider-Man (Peter Parker) 🢒;Wrecking Crew | 🢐 The Wrecker 🢒 | 🢐 Bulldozer 🢒 | 🢐 Piledriver 🢒 | 🢐 Thunderball 🢒;🢐 Spider-Woman (Julia Carpenter) 🢒
Web of Spider-Man Vol 1 26;Secondary;Nothing to Fear;;;1987-05;;Len Kaminski;Tom Morgan;🢐 Spider-Man (Peter Parker) 🢒;Willard Stein (First and only known appearance) | Gunther Stein (First and only known appearance);🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 289;Main Series;The Hobgoblin Revealed!;;;1987-06;1987-03-03;Peter David;Alan Kupperberg | Tom Morgan;Spider-Man (See chronology);1400 Club | Foreigner (See chronology) | Unnamed Agents | 🢐 Kingpin 🢒 | 🢐 Rose (Richard Fisk) 🢒 | Hobgoblin (Jason Macendale) (See chronology);Daily Bugle Staff | Joe Robertson (See chronology) | J. Jonah Jameson (See chronology) | Betty Brant (See chronology) | Marla Jameson (See chronology) | 🢐 Flash Thompson 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 127;Secondary;Among Us Lurks ... a Lizard!;;;1987-06;;Len Kaminski;Alan Kupperberg;🢐 Spider-Man (Peter Parker) 🢒;🢐 Owl 🢒;🢐 Martha Connors 🢒 | 🢐 Billy Connors 🢒 | 🢐 The Lizard (Curt Connors) 🢒 (Appears in flashback)
Web of Spider-Man Vol 1 27;Secondary;Scared to Succeed!;;;1987-06;;Dwight J. Zimmerman;Dave Simons;🢐 Spider-Man (Peter Parker) 🢒;Executive Services, Inc. (ESI) (First and only known appearance) | Headhunter (First and only known appearance) | Rollie (First and only known appearance, dies) | Lenny (First and only known appearance, dies);🢐 Ben Urich 🢒
Amazing Spider-Man Vol 1 290;Main Series;The Big Question;;;1987-07;1987-03-31;David Michelinie;John Romita Jr.;🢐 Spider-Man (Peter Parker) 🢒;Preserver (First and only known appearance) | Max of the Heaven's Angels;🢐 Mary Jane Watson 🢒 | 🢐 Aunt May 🢒 | 🢐 J. Jonah Jameson 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 128;Secondary;Spider Hunt;;;1987-07;;Peter David;Alan Kupperberg;🢐 Spider-Man (Peter Parker) 🢒;Wild Pack | 🢐 Silver Sable 🢒 | 🢐 Freddy Helms;🢐 Black Cat 🢒 | 🢐 J. Jonah Jameson 🢒 | 🢐 Detective Tork 🢒 | 🢐 Flash Thompson 🢒 | 🢐 Betty Brant 🢒
Web of Spider-Man Vol 1 28;Secondary;Torch Bearing;;;1987-07;;Bob Layton;Steve Geiger;🢐 Spider-Man 🢒 (Appears in flashback);Avacado Rebels | Hershel | Milicent Peabody | Randolph | Reuben;🢐 Mary Jane Watson 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 291;Main Series;Dark Journey!;;;1987-08;1987-05-05;David Michelinie;John Romita Jr.;🢐 Spider-Man (Peter Parker) 🢒;🢐 Alistaire Smyth 🢒;🢐 Mary Jane Watson 🢒 | 🢐 Gayle Byrnes 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 129;Secondary;Foreign Affairs;;;1987-08;;Peter David;Alan Kupperberg;🢐 Spider-Man (Peter Parker) 🢒;🢐 Foreigner 🢒 (Poses as Kris Keating);🢐 Siver Sable 🢒 | 🢐 Black Cat 🢒 | 🢐 Flash Thompson 🢒 | 🢐 Betty Brant 🢒 | 🢐 Detective Frances Tork 🢒 | 🢐 J. Jonah Jameson 🢒 | 🢐 Mary Jane Watson 🢒
Web of Spider-Man Vol 1 29;Secondary;Mask;;;1987-08;;James Owsley;Steve Geiger;Spider-Man (Peter Parker) (See chronology);The Rose (See chronology) | Hobgoblin (See chronology) | 🢐 Arranger 🢒;Betty Brant (See chronology) | 🢐 Wolverine 🢒
Amazing Spider-Man Vol 1 292;Main Series;Growing Pains!;;;1987-09;1987-06-02;David Michelinie;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;🢐 Alistair Smythe 🢒 | 🢐 Philip Watson 🢒;🢐 Mary Jane Watson 🢒 | 🢐 Gayle Byrnes 🢒
Amazing Spider-Man Annual Vol 1 21;Special;The Wedding!;;;1987-09;1987-06-09;David Michelinie | James Shooter;Paul Ryan;Spider-Man (Peter Parker) (See chronology);Electro (Maxwell Dillon) (See chronology) | Arnold (First appearance) | Eddie (First appearance);Mary Jane Watson-Parker (First appearance as Mary Jane Watson-Parker) (See chronology) | J. Jonah Jameson (See chronology) | Joe Robertson (See chronology) | Aunt May (See chronology) | Flash Thompson (See chronology) | Harry Osborn (See chronology) | Betty Brant (See chronology)
Peter Parker, The Spectacular Spider-Man Vol 1 130;Secondary;24 Hours;;;1987-09;;Bob Layton;Jim Fern;🢐 Spider-Man (Peter Parker) 🢒;🢐 Hobgoblin 🢒 | 🢐 Kingpin (Wilson Fisk) 🢒;🢐 Harry Osborn 🢒 | 🢐 Liz Osborn 🢒 | 🢐 Dr. Curt Connors 🢒
Web of Spider-Man Vol 1 30;Secondary;The Wages of Sin;;;1987-09;;James Owsley;Steve Geiger;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin 🢒;The Rose (Main story and flashback) (See chronology) | 🢐 Dina (Last appearance) | Alfredo Morelli (Main story and flashback) (See chronology)
Amazing Spider-Man Vol 1 293;Main Series;Crawling;;;1987-10;1987-06-30;J.M. DeMatteis;Mike Zeck;🢐 Kraven the Hunter / The Spider 🢒;🢐 Vermin (Edward Whelan) 🢒;🢐 Mary Jane Parker 🢒
Web of Spider-Man Annual Vol 1 3;Special;;;;1987-10;1987-06-30;Danny Fingeroth | Roger Stern;Alex Saviuk | Frank Giacoia | Don Perlin | Steve Geiger | Michael Nasser | Jim Mooney | Greg La | Rocque | Peter Poplaski | Al Gordon;Spider-Man | Mary Jane Watson-Parker | Gwen Stacy | George Stacy | Daily Bugle Staff | J. Jonah Jameson | Joe Robertson | Betty Leeds | Glory Grant | Kate Cushing | Joy Mercado | John Jameson | Marla Jameson | Martha Robertson | Randy Robertson | Amanda Robertson | May Parker | Ben Parker | Aunt May's boarders | Nathan Lubensky | Victor Palermo | Rose Palermo | Sophie Lund | Martha Lund | Arthur Chekov | Harry Osborn | Liz Osborn | Normie Osborn | Flash Thompson | Silver Sable | Spider-Woman | Sha Shan Nguyen | Hobgoblin (Leeds) | Hobgoblin (Macendale) | Kingpin | The Rose | The Secrets of Spider-Man!: | Symbiote | Thing | Thor | Hulk | Doctor Octopus | Spider-Man's Forgotten Foes: | Basilisk | Big Wheel | Black Cat | Cyclone | Dark Rider | Drom the Backward Man | Grizzly | Human Fly | Jeremiah | Jigsaw | Man-Killer | Men-Fish | Midas the Golden Man | Mindworm | Mirage | Monsteroid | Moondark | Moondog | Rocket Racer | White Dragon | Will O' the Wisp | Stegron the Dinosaur Man | The Wraith;;
Peter Parker, The Spectacular Spider-Man Vol 1 131;Secondary;Descent;;;1987-10;;J.M. DeMatteis;Mike Zeck;🢐 The Spider (Sergei Kravinoff) 🢒;🢐 Vermin (Edward Whelan) 🢒;🢐 Mary Jane Parker 🢒 | 🢐 Joe Robertson 🢒
Web of Spider-Man Vol 1 31;Secondary;The Coffin;;;1987-10;;J.M. DeMatteis;Mike Zeck;🢐 Spider-Man (Peter Parker) 🢒 (Apparent Death);🢐 Kraven the Hunter 🢒;
Amazing Spider-Man Vol 1 294;Main Series;Thunder;;;1987-11;1987-08-04;J.M. DeMatteis;Mike Zeck;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kraven the Hunter (Sergei Kravinoff) 🢒 (Death) | 🢐 Vermin 🢒;
Peter Parker, The Spectacular Spider-Man Annual Vol 1 7;Special;The Honeymoon;;;1987-11;1987-08-18;Jim Owsley;Alan Kupperberg;Spider-Man (See chronology);Smugglers  (First and only known appearance);Mary Jane Watson-Parker (See chronology) | 🢐 Puma 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 132;Secondary;Ascending;;;1987-11;;J.M. DeMatteis;Mike Zeck;🢐 Spider-Man (Peter Parker) 🢒;🢐 Vermin (Edward Whelan) 🢒;🢐 Mary Jane Watson-Parker 🢒
Web of Spider-Man Vol 1 32;Secondary;Resurrection;;;1987-11;;J.M. DeMatteis;Mike Zeck;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kraven the Hunter 🢒;🢐 Mary Jane Watson-Parker 🢒
Amazing Spider-Man Vol 1 295;Main Series;Mad Dogs;;Life in the Mad Dog Ward;1987-12;1987-09-01;Ann Nocenti;Cindy Martin;🢐 Spider-Man (Peter Parker) 🢒;🢐 Doctor Hope 🢒;David Stack (Captain Zero) 🢒 (First appearance) | 🢐 Jacob Gibbs 🢒 | 🢐 Tanya Gibbs 🢒
Peter Parker, The Spectacular Spider-Man Vol 1 133;Secondary;I Am Spider!;;Life in the Mad Dog Ward;1987-12;;Ann Nocenti;Cindy Martin;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin 🢒 | 🢐 Arranger 🢒 | 🢐 Doctor Hope 🢒 | 🢐 Brainstorm 🢒;🢐 Ben Urich 🢒 | 🢐 Frank Gibbs (Last appearance) | 🢐 Vicky Gibbs (Last appearance)
Web of Spider-Man Vol 1 33;Secondary;What's the Matter with Mommy?;;Life in the Mad Dog Ward;1987-12;;Ann Nocenti;Cindy Martin;🢐 Spider-Man 🢒;🢐 Arranger 🢒 | Doctor Hope 🢒 (First appearance);🢐 J. Jonah Jameson 🢒 | 🢐 Aunt May 🢒 | Gibbs Family | Vicky Gibbs 🢒 (First appearance) | Frank Gibbs 🢒 (First appearance) | Jacob Gibbs 🢒 (First appearance) | Tanya Gibbs 🢒 (First appearance)
Amazing Spider-Man Vol 1 296;Main Series;Force of Arms;;;1988-01;1987-09-08;David Michelinie;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;🢐 Doctor Octopus 🢒;🢐 Kate Cushing 🢒
Spectacular Spider-Man Vol 1 134;Secondary;Sin-Cere;;;1988-01;;Peter David;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒 (Main story and recap);Electro (Maxwell Dillon) (Main story and recap) (See chronology);🢐 Mary Jane Watson-Parker 🢒
Web of Spider-Man Vol 1 34;Secondary;Fourth and Eternity;;;1988-01;;Jim Shooter;Sal Buscema;🢐 Spider-Man 🢒;A'Sai (First and only known appearance);🢐 Uatu the Watcher 🢒
Amazing Spider-Man Vol 1 297;Main Series;I'll Take Manhattan!;;;1988-02;1987-10-13;David Michelinie;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;🢐 Doctor Octopus (Otto Octavius) 🢒;🢐 Aunt May 🢒 | Anna Watson (See chronology) | 🢐 Joy Mercado 🢒 | 🢐 Mary Jane Watson-Parker 🢒 | 🢐 Joe Robertson 🢒
Spectacular Spider-Man Vol 1 135;Secondary;Sin-Thesis;;;1988-02;;Peter David;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒 (Main story and recap);🢐 Electro (Maxwell Dillon) 🢒 (Main story and recap);🢐 Mary Jane Watson-Parker 🢒
Web of Spider-Man Vol 1 35;Secondary;You Can Go Home Again!;;;1988-02;;Gerry Conway;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;🢐 The Living Brain 🢒 (Apparent Destruction) | Tarantula (Luis Alvarez) 🢒 (First appearance) | General Ramone 🢒 (First appearance);Steve Petty 🢒 (First appearance)
Web of Spider-Man Vol 1 36;Secondary;Phreak-Out!;;;1988-03;1987-11-03;Gerry Conway;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;🢐 Phreak (Steve Petty) (First appearance as Phreak) | 🢐 Tombstone (Lonnie Lincoln) 🢒 (First appearance) | 🢐 Tarantula (Luis Alvarez) 🢒;🢐 Mary Jane Watson-Parker 🢒 | 🢐 Joe Robertson 🢒
Amazing Spider-Man Vol 1 298;Main Series;Chance Encounter;;;1988-03;1987-11-10;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Chance (Nicholas Powell) 🢒 | Life Foundation (First appearance) | Carlton Drake 🢒 (First appearance);🢐 Mary Jane Watson-Parker 🢒 | 🢐 Joy Mercado 🢒 | 🢐 Joe Robertson 🢒
Spectacular Spider-Man Vol 1 136;Secondary;Sin-ister;;;1988-03;;Peter David;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒 (Main story and recap);🢐 Sin Eater (Stan Carter) (Death) (Main story and recap) | 🢐 Electro (Max Dillon) 🢒;🢐 Mary Jane Watson-Parker 🢒
Amazing Spider-Man Vol 1 299;Main Series;Survival of the Hittist!;;;1988-04;1987-12-08;David Michelinie;Fred Schiller | Ken McDonald;🢐 Spider-Man (Peter Parker) 🢒;🢐 Chance (Nicholas Powell) 🢒 | Life Foundation | 🢐 Carlton Drake 🢒;Mary Jane Watson-Parker (See chronology) | 🢐 Joe Robertson 🢒
Spectacular Spider-Man Vol 1 137;Secondary;Nowhere to Run, Nowhere to Hide!;;;1988-04;;Gerry Conway;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Tarantula (Luis Alvarez) 🢒 | 🢐 Tombstone 🢒;🢐 Mary Jane Watson-Parker 🢒 | Daily Bugle Staff | 🢐 J. Jonah Jameson 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Kate Cushing 🢒 | 🢐 Ben Urich 🢒
Web of Spider-Man Vol 1 37;Secondary;When Strikes the Slasher!;;;1988-04;;Jim Owsley;Steve Geiger;🢐 Spider-Man (Peter Parker) 🢒;Elyse Nelson (First and only known appearance);🢐 Dakota North 🢒 | 🢐 Mary Jane Watson-Parker 🢒
Amazing Spider-Man Vol 1 300;Main Series;Venom;;;1988-05;1988-01-12;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;Venom (Eddie Brock) (First full appearance) (See chronology);🢐 Mary Jane Watson-Parker 🢒 | 🢐 Aunt May 🢒 | 🢐 Nathan Lubensky 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Flash Thompson 🢒 | 🢐 Harry Osborn 🢒
Spectacular Spider-Man Vol 1 138;Secondary;Night of the Flag!;;;1988-05;;Gerry Conway;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Captain America (John Walker) 🢒 | 🢐 Tarantula (Luis Alvarez) 🢒 | 🢐 Tombstone 🢒;🢐 Mary Jane Watson-Parker 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Kate Cushing 🢒
Web of Spider-Man Vol 1 38;Secondary;Moving Up;;;1988-05;;Fabian Nicieza;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;🢐 Hobgoblin (Jason Macendale) 🢒 | 🢐 Arranger (Oswald Silkworth) 🢒 | 🢐 Tombstone (Lonnie Lincoln) 🢒;🢐 Mary Jane Watson-Parker 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Liz Osborn 🢒 | Daily Bugle Staff | 🢐 Joy Mercado 🢒 | 🢐 Joe Robertson 🢒 | 🢐 J. Jonah Jameson 🢒
Amazing Spider-Man Vol 1 301;Main Series;The Sable Gauntlet!;;;1988-06;1988-02-09;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;Frank Cruz (Franz Kraus) 🢒 (First appearance);🢐 Silver Sable 🢒 | 🢐 Mary Jane Watson Parker 🢒
Spectacular Spider-Man Vol 1 139;Secondary;Grave Memory;;;1988-06;;Gerry Conway;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Tombstone 🢒 (Appears in flashback) | 🢐 Arranger 🢒;Daily Bugle Staff | 🢐 Joe Robertson 🢒 (Appears in flashback) | 🢐 J. Jonah Jameson 🢒 | 🢐 Kate Cushing 🢒
Web of Spider-Man Vol 1 39;Secondary;Petty Crimes;;;1988-06;;Fabian Nicieza;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;🢐 Looter (Norton Fester) 🢒;🢐 Aunt May 🢒 | 🢐 Mary Jane Watson-Parker 🢒 | 🢐 Nathan Lubensky 🢒
Amazing Spider-Man Vol 1 302;Main Series;(Mid)American Gothic!;;;1988-07;1988-03-08;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;Royce Nero (First and only known appearance);Wes Cassady (First and only known appearance) | 🢐 Mary Jane Watson-Parker 🢒
Spectacular Spider-Man Vol 1 140;Secondary;Kill Zone;;;1988-07;;Gerry Conway;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Tombstone 🢒 | 🢐 Arranger 🢒;🢐 Joe Robertson 🢒 | 🢐 Martha Robertson 🢒 | 🢐 Mary Jane Watson-Parker 🢒
Web of Spider-Man Vol 1 40;Secondary;All You Need Is Love;;;1988-07;;Peter David;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;Cult of Love (First appearance) | Brother Guy  (First appearance) | Brother Bruce 🢒 (First appearance) | Brother Lenny  (First and only known appearance) | Rita Hathaway (First and only known appearance);🢐 Flash Thompson 🢒 | Daily Bugle | 🢐 Betty Brant 🢒 | 🢐 Kate Cushing 🢒 (Appears in flashback) | 🢐 Ben Urich 🢒 | Rossi 🢐 
Amazing Spider-Man Vol 1 303;Main Series;Dock Savage;;;1988-08;1988-04-12;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Franz Kraus;🢐 Mary Jane Watson Parker 🢒 | 🢐 Silver Sable 🢒 | 🢐 Sandman 🢒 | 🢐 J. Jonah Jameson 🢒
Spectacular Spider-Man Vol 1 141;Secondary;The Tombstone Testament;;;1988-08;;Gerry Conway;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Tombstone 🢒 (Appears in flashback) | 🢐 Arranger 🢒 | 🢐 Persuader (Roland Rayburn) 🢒;🢐 The Punisher 🢒 (Appears in flashback) | 🢐 Ben Urich 🢒 | 🢐 Joe Robertson 🢒 | 🢐 Mary Jane Watson-Parker 🢒
Web of Spider-Man Vol 1 41;Secondary;That Old-Time Religion;;;1988-08;;Peter David;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;Cult of Love | Teacher 🢒 (First appearance) | 🢐 Brother Bruce 🢒 | Brother Guy | Sister Jane  (First and only known appearance);🢐 Flash Thompson 🢒 | 🢐 Mary Jane Watson Parker 🢒 | Daily Bugle | 🢐 Betty Brant 🢒 | 🢐 Ben Urich 🢒 | 🢐 Kate Cushing 🢒
Amazing Spider-Man Vol 1 304;Main Series;California (State) Schemin'!;;;1988-09;1988-05-10;David Michelinie;Todd McFarlane;Spider-Man (Peter Parker) (See chronology);🢐 Black Fox 🢒;Mary Jane Watson Parker (See chronology) | 🢐 J. Jonah Jameson 🢒 | 🢐 Aunt May 🢒
Amazing Spider-Man Vol 1 305;Main Series;Westward Woe!;;;1988-09;1988-05-24;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Black Fox 🢒 | Transcorp | Troy Fishburne (First appearance);🢐 Mary Jane Watson Parker 🢒 | 🢐 Prowler 🢒
Amazing Spider-Man Annual Vol 1 22;Special;Drug War Rages;;Evolutionary War;1988-09;1988-05-31;Tom DeFalco | David Michelinie;Mark Bagley;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kingpin 🢒 | 🢐 Arranger 🢒 | Dylan Thomas (First and only known appearance, dies) | Splitface Flanagan (First and only known appearance);🢐 Speedball (Robbie Baldwin) (First appearance) | 🢐 Mary Jane Watson Parker 🢒 | 🢐 Daredevil 🢒
Spectacular Spider-Man Vol 1 142;Secondary;Will!;;;1988-09;;Gerry Conway;Sal Buscema;🢐 Spider-Man (Peter Parker) 🢒;🢐 Tombstone 🢒 | 🢐 Persuader 🢒 | 🢐 Arranger 🢒;🢐 Punisher (Frank Castle) 🢒 | 🢐 Mary Jane Watson-Parker 🢒 | 🢐 Joe Robertson 🢒 | 🢐 J. Jonah Jameson 🢒
Web of Spider-Man Vol 1 42;Secondary;Pressure!;;;1988-09;;Peter David;Alex Saviuk;🢐 Spider-Man (Peter Parker) 🢒;Students of Love | 🢐 Teacher 🢒 | 🢐 Brother Bruce 🢒;🢐 Mary Jane Watson Parker 🢒 | 🢐 Flash Thompson 🢒 | Daily Bugle staff | 🢐 Ben Urich 🢒 | 🢐 Betty Brant 🢒 | 🢐 Kate Cushing 🢒
Amazing Spider-Man Vol 1 306;Main Series;Humbugged!;;;1988-10;1988-06-14;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Humbug 🢒 | 🢐 Jonathan Caesar 🢒 | 🢐 Chameleon 🢒;🢐 Mary Jane Watson Parker 🢒 | 🢐 Aunt May 🢒
Web of Spider-Man Annual Vol 1 4;Special;Sweet Poison!;;Evolutionary War;1988-10;1988-06-21;Steve Gerber;Cynthia Martin;🢐 Spider-Man 🢒;High Evolutionary (See chronology) | 🢐 Slug 🢒 | 🢐 Kingpin 🢒 | The High Evolutionary's Purifiers | The High Evolutionary's Eliminators;🢐 Mary Jane Watson Parker 🢒 | Poison (First appearance) (See chronology) | 🢐 Man-Thing 🢒
Amazing Spider-Man Vol 1 307;Main Series;The Thief Who Stole Himself!;;;1988-10;1988-06-28;David Michelinie;Todd McFarlane;🢐 Spider-Man (Peter Parker) 🢒;🢐 Chameleon 🢒 (Appears in flashback) | 🢐 Jonathan Caesar 🢒;🢐 Mary Jane Watson Parker 🢒
